ds,y
22-27-20,64734.53
22-28-20,64727.5
22-29-20,64705.99
22-30-20,64757.97
22-31-21,64786.13
22-32-21,64700.02
22-33-21,64779.99
22-34-21,64684.0
22-35-21,64672.61
22-36-21,64681.99
22-37-21,64744.0
22-38-21,64744.93
22-39-22,64699.91
22-40-22,64716.0
22-41-22,64756.13
22-42-22,64802.3
22-43-22,64900.0
22-44-22,64970.93
22-45-22,64989.98
22-46-22,65207.48
22-47-22,65094.97
22-48-23,65192.14
22-49-23,65156.95
22-50-23,65258.01
22-51-23,65125.01
22-52-23,65073.96
22-53-23,65092.0
22-54-23,65033.98
22-55-24,65045.98
22-56-24,65132.01
22-57-24,65151.52
22-58-24,65190.0
22-59-24,65156.0
23-00-24,65183.99
23-01-24,65331.64
23-02-24,65409.87
23-03-24,65340.01
23-04-25,65341.98
23-05-25,65289.35
23-06-25,65256.01
23-07-25,65262.0
23-08-25,65260.01
23-09-25,65379.99
23-10-25,65324.0
23-11-25,65326.0
23-12-26,65421.45
23-13-26,65442.27
23-14-26,65431.39
23-15-26,65437.99
23-16-26,65467.71
23-17-26,65283.2
23-18-26,65403.3
23-19-26,65402.0
23-20-26,65462.53
23-21-27,65550.0
23-22-27,65671.99
23-23-27,65721.99
23-24-27,65709.25
23-25-27,65794.99
23-26-27,65857.0
23-27-27,65995.02
23-28-27,65962.01
23-29-28,65957.69
23-30-28,65976.01
23-31-28,65928.37
23-32-28,65866.86
23-33-28,65893.5
23-34-28,65935.99
23-35-28,65865.99
23-36-28,65886.0
23-37-28,65852.0
23-38-28,65899.99
23-39-29,65886.79
23-40-29,65976.0
23-41-29,66156.01
23-42-29,66210.33
23-43-29,66142.01
23-44-29,66097.5
23-45-29,66172.01
23-46-29,66221.39
23-47-29,66280.0
23-48-30,66256.11
23-49-30,66219.99
23-50-30,66162.0
23-51-30,66102.01
23-52-30,65958.0
23-53-30,65934.83
23-54-30,66007.46
23-55-30,66044.0
23-56-30,66045.99
23-57-30,66070.97
23-58-31,65994.69
23-59-31,65928.0
00-00-31,65919.9
00-01-31,65848.01
00-02-31,65927.96
00-03-31,65871.98
00-04-31,65862.0
00-05-31,65943.99
00-06-31,65960.52
00-07-32,65931.98
00-08-32,65994.0
00-09-32,65927.99
00-10-32,65950.0
00-11-32,65992.0
00-12-32,66019.99
00-13-32,65940.02
00-14-32,65919.99
00-15-32,65969.5
00-16-33,65957.07
00-17-33,66004.0
00-18-33,66046.0
00-19-33,66030.0
00-20-33,66037.99
00-21-33,66079.95
00-22-33,65978.32
00-23-33,65976.2
00-24-33,65999.99
00-25-33,66040.41
00-26-34,65960.01
00-27-34,66062.0
00-28-34,65973.65
00-29-34,65978.0
00-30-34,66000.0
00-31-34,66033.81
00-32-34,66024.25
00-33-34,66030.0
00-34-34,66025.99
00-35-34,66043.99
00-36-35,66019.92
00-37-35,66036.0
00-38-35,65961.21
00-39-35,65995.99
00-40-35,65956.02
00-41-35,65934.82
00-42-35,65959.89
00-43-35,65898.01
00-44-35,65855.77
00-45-35,65898.0
00-46-35,65907.97
00-47-36,65949.97
00-48-36,65895.4
00-49-36,65886.0
00-50-36,65903.72
00-51-36,65936.0
00-52-36,65936.87
00-53-36,65831.63
